case_id,lang,topic,case_text,resolution,status,closed_at,synthetic
CASE-010364,en,water,THERE IS A WATER LEAK AT JEDDAH; REFERENCE BYN-2026-060363,The fault was fixed and water service was gradually restored,resolved,2026-04-08T19:00,True
CASE-010365,en,billing,The fees for Facilities Portal are unclear,The invoice was reviewed and the fees were corrected,resolved,2026-04-08T20:00,True
CASE-010366,ar,digital_services,لا يصل رمز التحقق إلى هاتفي لخدمة بوابة المرافق,تم تحديث الحساب وإعادة تفعيل الدخول,resolved,2026-04-08T21:00,True
CASE-010367,ar,licensing,أحتاج توضيح المستندات المطلوبة لترخيص بوابة المرافق,تواصل فريق التراخيص لطلب المستند الناقص,resolved,2026-04-08T22:00,True
CASE-010368,ar,parks,ألعاب الأطفال في حديقة حي الياسمين تحتاج صيانة,تمت صيانة الموقع وإعادة فتح الجزء المتضرر,resolved,2026-04-08T23:00,True
CASE-010369,en,roads,Damaged asphalt near Al Narjis is making driving unsafe,The case was assigned to the roads team and the pothole was repaired,resolved,2026-04-09T00:00,True
CASE-010370,en,lighting,The walkway lights are not working at Riyadh,The maintenance team repaired the wiring and restored service,resolved,2026-04-09T01:00,True
CASE-010371,ar,waste,تراكمت النفايات قرب حي النرجس وتسبب رائحة قوية,تم تفريغ الحاوية وتعديل جدول الجمع,resolved,2026-04-09T02:00,True
CASE-010372,ar,water,ضغط المياه منخفض جداً في الدمام,تم إصلاح التسرب وإعادة ضغط الشبكة,resolved,2026-04-09T03:00,True
CASE-010373,ar,billing,الرسوم في خدمة مواعيد الصيانة غير واضحة 😡,تمت مراجعة الفاتورة وتصحيح الرسوم,resolved,2026-04-09T04:00,True
CASE-010374,en,digital_services,The Water Services app crashes during sign-in,The account was refreshed and sign-in was restored,resolved,2026-04-09T05:00,True
CASE-010375,en,licensing,I need clarification on the documents required for Balady,The documents were reviewed and the request status was updated,resolved,2026-04-09T06:00,True
CASE-010376,ar,parks,ألعاب الأطفال في حديقة جدة تحتاج صيانة,تم تحويل الملاحظة إلى فريق الحدائق وإصلاح العطل,resolved,2026-04-09T07:00,True
CASE-010377,ar,roads,حفرة في الطريق أمام حي الياسمين منذ 2 أيام,تم تحويل البلاغ إلى فريق الطرق وإغلاق الحفرة,resolved,2026-04-09T08:00,True
CASE-010378,ar,lighting,عمود الإنارة معطل في طريق الملك فهد منذ أسبوعين,أصلح فريق الصيانة التوصيلات وأعاد الخدمة,resolved,2026-04-09T09:00,True
CASE-010379,en,waste,Waste is piling up near Al Yasmin and causing a strong smell,The container was emptied and the collection schedule was updated,resolved,2026-04-09T10:00,True
CASE-010380,en,water,Water pressure is very low in Al Yasmin,The leak was repaired and network pressure was restored,resolved,2026-04-09T11:00,True
CASE-010381,ar,billing,دفعت الفاتورة لكن الحالة ما زالت غير مسددة,تمت مراجعة الفاتورة وتصحيح الرسوم,resolved,2026-04-09T12:00,True
CASE-010382,ar,digital_services,لا يصل رمز التحقق إلى هاتفي لخدمة بوابة المرافق,عولج الخلل التقني وأعيد إرسال رمز التحقق,resolved,2026-04-09T13:00,True
CASE-010383,ar,licensing,أحتأج توضيح المستندات المطلوبة لترخيص بوابة المرافق,تمت مراجعة المستندات وتحديث حالة الطلب,resolved,2026-04-09T14:00,True
CASE-010384,en,parks,The playground equipment at Al Narjis needs maintenance,The issue was assigned to the parks team and repaired,resolved,2026-04-09T15:00,True
CASE-010385,en,roads,The road leading to Riyadh needs urgent maintenance <PHONE>,The case was assigned to the roads team and the pothole was repaired,resolved,2026-04-09T16:00,True
CASE-010386,ar,lighting,الشارع مظلم قرب الدمام ونحتاج إصلاح الإنارة 😡,تم استبدال وحدة الإنارة واختبارها,resolved,2026-04-09T17:00,True
CASE-010387,ar,waste,نحتاج حاوية إضافية في جدة,تم تفريغ الحاوية وتعديل جدول الجمع,resolved,2026-04-09T18:00,True
CASE-010388,ar,water,ضغط المياه منخفض جداً في طريق الملك فهد,تم إصلاح التسرب وإعادة ضغط الشبكة,resolved,2026-04-09T19:00,True
CASE-010389,en,billing,I paid the bill but it still shows as unpaid <br>,The payment was matched and the account status was updated,resolved,2026-04-09T20:00,True
CASE-010390,en,digital_services,The verification code for Balady never reaches my phone,The account was refreshed and sign-in was restored,resolved,2026-04-09T21:00,True
CASE-010391,ar,licensing,طلب ترخيص بلدي متوقف عند المراجعة منذ 16 أيام,تواصل فريق التراخيص لطلب المستند الناقص,resolved,2026-04-09T22:00,True
CASE-010392,ar,parks,الممر في حديقة حي النرجس غير مناسب للكراسي المتحركة,تمت صيانة الموقع وإعادة فتح الجزء المتضرر,resolved,2026-04-09T23:00,True
CASE-010393,ar,roads,حفرة في الطريق أمام الدمام منذ 18 أيام,تم تحويل البلاغ إلى فريق الطرق وإغلاق الحفرة,resolved,2026-04-10T00:00,True
CASE-010394,en,lighting,The street is dark near King Fahd Road and the lighting needs repair <NATIONAL_ID>,The maintenance team repaired the wiring and restored service,resolved,2026-04-10T01:00,True
CASE-010395,en,waste,The waste bin at Tahlia Street has not been emptied for 20 days,The container was emptied and the collection schedule was updated,resolved,2026-04-10T02:00,True
CASE-010396,ar,water,يوجد تسرب مياه في حي النرجس والبلاغ رقم BYN-2026-060395,عولج العطل وأعيدت المياه تدريجياً,resolved,2026-04-10T03:00,True
CASE-010397,ar,billing,الرسوم في خدمة بوابة المرافق غير واضحة,تمت مراجعة الفاتورة وتصحيح الرسوم,resolved,2026-04-10T04:00,True
CASE-010398,ar,digital_services,ظهرت رسالة خطأ عند رفع المستند في بلدي,عولج الخلل التقني وأعيد إرسال رمز التحقق,resolved,2026-04-10T05:00,True
CASE-010399,en,licensing,Request BYN-2025-060398 has not changed status — very frustrating 😡,The licensing team contacted the applicant for the missing document,resolved,2026-04-10T06:00,True
CASE-010400,en,parks,Irrigation is not working in Al Narjis park,The site was maintained and the affected area was reopened,resolved,2026-04-10T07:00,True
CASE-010401,ar,roads,الأسفلت متضرر قرب الرياض والقيادة أصبحت خطرة,تم تحويل البلاغ إلى فريق الطرق وإغلاق الحفرة,resolved,2026-04-10T08:00,True
CASE-010402,ar,lighting,ألشارع مظلم قرب طريق الملك فهد ونحتاج إصلاح الإنارة,تم استبدال وحدة الإنارة واختبارها,resolved,2026-04-10T09:00,True
CASE-010403,ar,waste,تراكمت النفايات قرب الرياض وتسبب رائحة قوية,تم تفريغ الحاوية وتعديل جدول الجمع,resolved,2026-04-10T10:00,True
CASE-010404,en,water,Water pressure is very low in Tahlia Street,The fault was fixed and water service was gradually restored,resolved,2026-04-10T11:00,True
CASE-010405,en,billing,The fees for Maintenance Appointments are unclear,The payment was matched and the account status was updated,resolved,2026-04-10T12:00,True
CASE-010406,ar,digital_services,تطبيق خدمات المياه يتوقف عند تسجيل الدخول,عولج الخلل التقني وأعيد إرسال رمز التحقق,resolved,2026-04-10T13:00,True
CASE-010407,ar,licensing,لم تتغير حالة الطلب رقم BYN-2025-060406,تواصل فريق التراخيص لطلب المستند الناقص,resolved,2026-04-10T14:00,True
CASE-010408,ar,parks,لووووسمحت ألعاب الأطفال في حديقة حي الياسمين تحتاج صيانة,تم تحويل الملاحظة إلى فريق الحدائق وإصلاح العطل,resolved,2026-04-10T15:00,True
CASE-010409,en,roads,There is a pothole near Tahlia Street for 13 days,The case was assigned to the roads team and the pothole was repaired,resolved,2026-04-10T16:00,True
CASE-010410,en,lighting,The walkway lights are not working at Al Narjis,The maintenance team repaired the wiring and restored service,resolved,2026-04-10T17:00,True
CASE-010411,ar,waste,نحتاج حاوية إضافية في حي الياسمين,تم تفريغ الحاوية وتعديل جدول الجمع,resolved,2026-04-10T18:00,True
CASE-010412,ar,water,ضغط المياه منخفض جداً في الدمام 😡,عولج العطل وأعيدت المياه تدريجياً,resolved,2026-04-10T19:00,True
CASE-010413,ar,billing,الرسوم في خدمة خدمات المياه غير واضحة,تمت مطابقة الدفعة وتحديث حالة الحساب,resolved,2026-04-10T20:00,True
CASE-010414,en,digital_services,The verification code for Maintenance Appointments never reaches my phone,The technical issue was fixed and the verification code was resent,resolved,2026-04-10T21:00,True
CASE-010415,en,licensing,Request BYN-2025-060414 has not changed status,The licensing team contacted the applicant for the missing document,resolved,2026-04-10T22:00,True
CASE-010416,ar,parks,الممر في حديقة طريق الملك فهد غير مناسب للكراسي المتحركة,تم تحويل الملاحظة إلى فريق الحدائق وإصلاح العطل,resolved,2026-04-10T23:00,True
CASE-010417,ar,roads,الأسفلت متضرر قرب جدة والقيادة أصبحت خطرة,تم تحويل البلاغ إلى فريق الطرق وإغلاق الحفرة,resolved,2026-04-11T00:00,True
CASE-010418,ar,lighting,عمود الإنارة معطل في طريق الملك فهد منذ أسبوعين,أصلح فريق الصيانة التوصيلات وأعاد الخدمة,resolved,2026-04-11T01:00,True
CASE-010419,en,waste,Waste is piling up near Al Yasmin and causing a strong smell,The container was emptied and the collection schedule was updated,resolved,2026-04-11T02:00,True
CASE-010420,en,water,Water pressure is very low in Dammam <br>,The fault was fixed and water service was gradually restored,resolved,2026-04-11T03:00,True
CASE-010421,ar,billing,ألرسوم في خدمة رخصتي غير واضحة,تمت مراجعة الفاتورة وتصحيح الرسوم,resolved,2026-04-11T04:00,True
CASE-010422,ar,digital_services,تطبيق رخصتي يتوقف عند تسجيل الدخول <PHONE>,عولج الخلل التقني وأعيد إرسال رمز التحقق,resolved,2026-04-11T05:00,True
CASE-010423,ar,licensing,طلب ترخيص مواعيد الصيانة متوقف عند المراجعة منذ 6 أيام,تمت مراجعة المستندات وتحديث حالة الطلب,resolved,2026-04-11T06:00,True
CASE-010424,en,parks,The path at Al Yasmin is not wheelchair accessible,The issue was assigned to the parks team and repaired,resolved,2026-04-11T07:00,True
